131,"Undergraduate Loan",3.00,4
132,"Graduate Loan",14.40,34
133,"Professional Loan",3.50,1
134,"Graduate Loan",2.20,4
135,"Graduate Loan",3.60,29
136,"Undergraduate Loan",4.20,33
137,"Graduate Loan",5.00,32
138,"Undergraduate Loan",0.80,25
139,"Undergraduate Loan",3.00,34
140,"Professional Loan",2.40,35
141,"Professional Loan",0.80,25
142,"Undergraduate Loan",4.00,11
143,"Professional Loan",4.20,9
144,"Undergraduate Loan",3.20,1
145,"Graduate Loan",3.00,23
146,"Undergraduate Loan",14.80,35
147,"Graduate Loan",5.34,19
148,"Professional Loan",7.20,25
149,"Undergraduate Loan",0.80,28
150,"Graduate Loan",4.40,22
151,"Undergraduate Loan",15.00,22
152,"Professional Loan",13.00,0
153,"Undergraduate Loan",2.60,32
154,"Undergraduate Loan",2.00,36
155,"Professional Loan",2.60,29
156,"Undergraduate Loan",3.20,0
157,"Undergraduate Loan",0.80,0
158,"Undergraduate Loan",5.34,17
159,"Professional Loan",3.00,6
160,"Graduate Loan",3.40,35
161,"Professional Loan",13.00,0
162,"Undergraduate Loan",5.60,35
163,"Undergraduate Loan",4.00,12
164,"Undergraduate Loan",5.20,4
165,"Undergraduate Loan",2.20,27
166,"Undergraduate Loan",3.00,1
167,"Graduate Loan",2.00,1
168,"Professional Loan",1.80,9
169,"Undergraduate Loan",2.00,26
170,"Professional Loan",4.20,1
171,"Undergraduate Loan",4.00,1
172,"Undergraduate Loan",0.80,28
173,"Undergraduate Loan",15.60,13
174,"Undergraduate Loan",3.00,34
175,"Graduate Loan",15.80,17
176,"Graduate Loan",2.20,20
177,"Graduate Loan",2.00,25
178,"Graduate Loan",3.60,3
179,"Undergraduate Loan",0.40,29
180,"Undergraduate Loan",0.20,37
181,"Professional Loan",2.00,27
182,"Graduate Loan",1.40,12
183,"Undergraduate Loan",3.00,0
184,"Undergraduate Loan",8.20,3
185,"Graduate Loan",3.00,26
186,"Professional Loan",2.00,14
187,"Undergraduate Loan",0.60,23
188,"Professional Loan",3.80,21
189,"Undergraduate Loan",4.20,40
190,"Undergraduate Loan",2.80,29
191,"Undergraduate Loan",8.60,36
192,"Professional Loan",0.60,25
193,"Graduate Loan",5.34,23
194,"Undergraduate Loan",1.20,24
195,"Undergraduate Loan",13.60,29
196,"Undergraduate Loan",2.00,10
197,"Undergraduate Loan",10.00,24
198,"Undergraduate Loan",1.40,31
199,"Undergraduate Loan",0.00,3
200,"Professional Loan",10.20,11
201,"Professional Loan",3.80,6
202,"Professional Loan",2.80,9
203,"Graduate Loan",4.00,3
204,"Undergraduate Loan",4.40,34
205,"Graduate Loan",3.80,31
206,"Graduate Loan",2.80,12
207,"Undergraduate Loan",2.00,25
208,"Graduate Loan",0.20,10
209,"Undergraduate Loan",5.34,16
210,"Undergraduate Loan",6.20,39
211,"Undergraduate Loan",0.00,26
212,"Undergraduate Loan",0.40,18
213,"Undergraduate Loan",3.40,22
214,"Undergraduate Loan",14.80,33
215,"Graduate Loan",3.80,28
216,"Undergraduate Loan",0.00,14
217,"Undergraduate Loan",1.20,3
218,"Undergraduate Loan",6.00,14
219,"Professional Loan",0.60,20
220,"Professional Loan",4.40,30
221,"Undergraduate Loan",0.60,6
222,"Graduate Loan",3.40,19
223,"Undergraduate Loan",5.00,2
224,"Professional Loan",2.00,25
225,"Professional Loan",3.60,27
226,"Professional Loan",3.00,13
227,"Graduate Loan",3.40,-1
228,"Undergraduate Loan",15.00,23
229,"Professional Loan",3.80,22
230,"Undergraduate Loan",3.40,24
231,"Graduate Loan",5.60,22
232,"Professional Loan",4.20,10
233,"Graduate Loan",5.00,19
234,"Undergraduate Loan",3.40,37
235,"Graduate Loan",1.60,1
236,"Professional Loan",3.60,8
237,"Professional Loan",1.00,18
238,"Professional Loan",3.60,38
239,"Undergraduate Loan",0.40,32
240,"Graduate Loan",3.40,3
241,"Undergraduate Loan",2.40,26
242,"Professional Loan",2.80,22
243,"Professional Loan",7.40,16
244,"Professional Loan",15.80,39
245,"Undergraduate Loan",1.60,17
246,"Graduate Loan",2.00,11
247,"Professional Loan",1.20,14
248,"Graduate Loan",5.40,29
249,"Undergraduate Loan",2.80,29
250,"Professional Loan",5.20,1
251,"Graduate Loan",2.00,6
252,"Graduate Loan",12.40,28
253,"Undergraduate Loan",4.40,40
254,"Undergraduate Loan",0.00,21
255,"Professional Loan",7.80,41
256,"Professional Loan",1.40,40
257,"Professional Loan",4.60,0
258,"Undergraduate Loan",1.00,41
259,"Undergraduate Loan",0.60,9
260,"Undergraduate Loan",2.80,30
261,"Undergraduate Loan",0.00,27
262,"Professional Loan",2.40,16
263,"Professional Loan",0.60,23
264,"Graduate Loan",3.60,1
265,"Undergraduate Loan",1.40,19
266,"Professional Loan",1.20,23
267,"Undergraduate Loan",3.00,38
268,"Undergraduate Loan",5.80,22
269,"Undergraduate Loan",5.00,39
270,"Professional Loan",1.50,13
271,"Undergraduate Loan",4.40,36
272,"Graduate Loan",2.80,14
273,"Undergraduate Loan",0.40,3
274,"Professional Loan",1.00,16
275,"Undergraduate Loan",4.40,5
276,"Professional Loan",3.60,24
277,"Professional Loan",1.00,5
278,"Professional Loan",2.00,2
279,"Undergraduate Loan",2.00,26
280,"Undergraduate Loan",7.80,14
281,"Professional Loan",4.20,8
282,"Professional Loan",5.20,31
283,"Professional Loan",1.40,9
284,"Graduate Loan",1.00,36
285,"Professional Loan",1.00,19
286,"Graduate Loan",4.66,13
287,"Graduate Loan",1.20,25
288,"Graduate Loan",1.40,12
289,"Professional Loan",8.60,19
290,"Graduate Loan",2.00,15
291,"Undergraduate Loan",9.80,25
292,"Graduate Loan",1.34,16
293,"Undergraduate Loan",1.60,5
294,"Professional Loan",5.20,19
295,"Undergraduate Loan",4.00,9
296,"Professional Loan",3.40,34
297,"Undergraduate Loan",0.00,9
298,"Professional Loan",2.80,25
299,"Undergraduate Loan",6.40,19
300,"Professional Loan",11.00,15
301,"Undergraduate Loan",2.60,9
302,"Undergraduate Loan",13.80,39
303,"Undergraduate Loan",15.00,21
304,"Undergraduate Loan",6.00,25
305,"Undergraduate Loan",0.20,23
306,"Undergraduate Loan",2.60,35
307,"Undergraduate Loan",1.60,29
308,"Professional Loan",2.80,18
309,"Undergraduate Loan",8.66,8
310,"Undergraduate Loan",7.60,38
311,"Undergraduate Loan",1.80,32
312,"Undergraduate Loan",14.60,26
313,"Professional Loan",1.34,6
314,"Undergraduate Loan",4.60,9
315,"Professional Loan",1.40,37
316,"Professional Loan",0.60,-2
317,"Graduate Loan",3.20,31
318,"Graduate Loan",8.40,16
319,"Professional Loan",3.60,2
320,"Graduate Loan",1.40,39
321,"Graduate Loan",1.60,34
322,"Graduate Loan",8.80,20
323,"Undergraduate Loan",7.80,39
324,"Undergraduate Loan",8.80,34
325,"Undergraduate Loan",12.20,30
326,"Graduate Loan",3.80,28
327,"Professional Loan",2.60,27
328,"Undergraduate Loan",4.00,32
329,"Graduate Loan",1.00,35
330,"Undergraduate Loan",12.66,4
331,"Graduate Loan",2.00,30
332,"Undergraduate Loan",2.00,6
333,"Graduate Loan",1.60,33
334,"Undergraduate Loan",5.00,38
335,"Graduate Loan",2.60,23
336,"Undergraduate Loan",0.60,32
337,"Graduate Loan",5.20,12
338,"Professional Loan",2.80,27
339,"Undergraduate Loan",4.00,3
340,"Graduate Loan",2.80,13
341,"Undergraduate Loan",5.20,34
342,"Graduate Loan",4.00,6
343,"Undergraduate Loan",6.60,19
344,"Professional Loan",1.34,5
345,"Professional Loan",2.80,24
346,"Graduate Loan",1.00,27
347,"Graduate Loan",5.40,19
348,"Professional Loan",3.20,0
349,"Undergraduate Loan",13.20,15
350,"Undergraduate Loan",6.00,2
351,"Professional Loan",2.00,14
352,"Graduate Loan",10.60,4
353,"Graduate Loan",2.00,28
354,"Graduate Loan",2.20,29
355,"Undergraduate Loan",2.80,20
356,"Professional Loan",0.60,19
357,"Professional Loan",0.80,30
358,"Graduate Loan",4.00,14
359,"Undergraduate Loan",8.66,6
360,"Professional Loan",3.80,6
361,"Undergraduate Loan",2.60,10
362,"Undergraduate Loan",15.00,19
363,"Undergraduate Loan",2.80,32
364,"Graduate Loan",3.40,0
365,"Professional Loan",2.00,24
366,"Graduate Loan",13.60,32
367,"Professional Loan",0.60,24
368,"Graduate Loan",4.00,8
369,"Professional Loan",2.00,37
370,"Undergraduate Loan",5.00,6
371,"Undergraduate Loan",2.00,12
372,"Undergraduate Loan",1.40,34
373,"Graduate Loan",1.40,30
374,"Undergraduate Loan",2.00,25
375,"Undergraduate Loan",6.20,5
376,"Undergraduate Loan",3.20,7
377,"Undergraduate Loan",1.40,21
378,"Graduate Loan",4.00,5
379,"Professional Loan",4.20,23
380,"Graduate Loan",3.40,0
381,"Professional Loan",3.00,33
382,"Professional Loan",4.60,29
383,"Undergraduate Loan",4.00,41
384,"Undergraduate Loan",0.40,18
385,"Professional Loan",1.20,25
386,"Undergraduate Loan",1.80,9
387,"Graduate Loan",3.40,5
388,"Graduate Loan",3.60,5
389,"Professional Loan",6.80,30
390,"Undergraduate Loan",14.00,20
391,"Undergraduate Loan",0.40,19
392,"Professional Loan",0.60,32
393,"Professional Loan",3.60,29
394,"Professional Loan",0.20,28
395,"Undergraduate Loan",6.80,9
396,"Undergraduate Loan",5.60,35
397,"Undergraduate Loan",0.20,24
398,"Graduate Loan",1.40,2
399,"Undergraduate Loan",0.80,30
400,"Undergraduate Loan",0.40,3
401,"Undergraduate Loan",13.20,10
402,"Graduate Loan",3.00,2
403,"Undergraduate Loan",9.80,28
404,"Graduate Loan",3.80,30
405,"Graduate Loan",1.00,36
406,"Undergraduate Loan",7.60,11
407,"Undergraduate Loan",4.80,19
408,"Professional Loan",3.60,40
409,"Undergraduate Loan",5.60,36
410,"Graduate Loan",5.34,22
411,"Undergraduate Loan",6.60,23
412,"Professional Loan",4.60,36
413,"Professional Loan",3.80,20
414,"Undergraduate Loan",4.60,7
415,"Graduate Loan",3.80,28
416,"Graduate Loan",2.00,8
417,"Undergraduate Loan",0.80,15
418,"Graduate Loan",2.00,29
419,"Professional Loan",2.00,0
420,"Undergraduate Loan",4.20,33
421,"Professional Loan",7.20,22
422,"Graduate Loan",6.20,3
423,"Undergraduate Loan",12.60,20
424,"Undergraduate Loan",15.00,19
425,"Undergraduate Loan",0.40,30
426,"Undergraduate Loan",1.60,3
427,"Undergraduate Loan",4.66,18
428,"Undergraduate Loan",2.60,7
429,"Undergraduate Loan",2.00,38
430,"Graduate Loan",0.20,13
431,"Professional Loan",2.60,26
432,"Undergraduate Loan",4.20,13
433,"Undergraduate Loan",11.40,17
434,"Undergraduate Loan",0.40,28
435,"Graduate Loan",3.60,6
436,"Undergraduate Loan",1.60,26
437,"Professional Loan",2.80,35
438,"Graduate Loan",2.00,9
439,"Graduate Loan",7.60,32
440,"Undergraduate Loan",1.20,23
441,"Undergraduate Loan",3.00,39
442,"Graduate Loan",2.60,27
443,"Professional Loan",6.00,28
444,"Undergraduate Loan",2.00,24
445,"Professional Loan",0.00,40
446,"Professional Loan",4.40,32
447,"Undergraduate Loan",2.00,23
448,"Professional Loan",2.80,23
449,"Graduate Loan",4.00,4
450,"Professional Loan",4.00,37
451,"Undergraduate Loan",0.60,25
452,"Professional Loan",3.50,-2
453,"Graduate Loan",0.40,13
454,"Graduate Loan",5.60,28
455,"Professional Loan",1.80,24
456,"Graduate Loan",4.40,4
457,"Graduate Loan",1.00,39
458,"Professional Loan",0.60,3
459,"Undergraduate Loan",2.00,24
460,"Undergraduate Loan",6.00,10
461,"Undergraduate Loan",4.20,36
462,"Undergraduate Loan",7.40,30
463,"Professional Loan",16.60,4
464,"Graduate Loan",11.00,22
465,"Professional Loan",7.20,19
466,"Graduate Loan",3.80,42
467,"Professional Loan",1.80,0
468,"Undergraduate Loan",4.80,20
469,"Professional Loan",1.00,10
470,"Professional Loan",1.40,23
471,"Graduate Loan",3.60,6
472,"Undergraduate Loan",0.20,24
473,"Undergraduate Loan",0.60,19
474,"Graduate Loan",2.40,39
475,"Undergraduate Loan",13.80,34
476,"Graduate Loan",12.20,19
477,"Graduate Loan",1.60,34
478,"Graduate Loan",0.80,39
479,"Undergraduate Loan",6.60,20
480,"Undergraduate Loan",12.00,36
481,"Professional Loan",3.20,29
482,"Undergraduate Loan",2.40,9
483,"Graduate Loan",9.20,32
484,"Graduate Loan",2.00,5
485,"Undergraduate Loan",0.40,1
486,"Graduate Loan",1.60,34
487,"Undergraduate Loan",7.40,30
488,"Graduate Loan",2.80,13
489,"Undergraduate Loan",5.60,13
490,"Professional Loan",4.20,28
491,"Undergraduate Loan",5.40,10
492,"Undergraduate Loan",0.60,18
493,"Undergraduate Loan",2.60,36
494,"Undergraduate Loan",2.00,24
495,"Undergraduate Loan",16.00,17
496,"Graduate Loan",1.20,0
497,"Professional Loan",0.80,24
498,"Professional Loan",5.20,22
499,"Professional Loan",4.20,8
500,"Graduate Loan",3.40,25
501,"Undergraduate Loan",0.60,33
502,"Graduate Loan",3.80,26
503,"Graduate Loan",0.20,19
504,"Professional Loan",3.60,5
505,"Professional Loan",4.00,10
506,"Graduate Loan",6.20,12
507,"Professional Loan",1.80,25
508,"Professional Loan",0.20,40
509,"Professional Loan",1.40,22
510,"Undergraduate Loan",13.60,28
511,"Graduate Loan",2.60,26
512,"Graduate Loan",4.40,5
513,"Undergraduate Loan",6.00,14
514,"Professional Loan",4.20,6
515,"Professional Loan",0.60,1
516,"Professional Loan",2.00,16
517,"Graduate Loan",3.40,27
518,"Graduate Loan",2.00,27
519,"Graduate Loan",3.60,4
520,"Professional Loan",5.00,9
521,"Graduate Loan",2.40,37
522,"Graduate Loan",2.80,24
523,"Undergraduate Loan",5.60,11
524,"Undergraduate Loan",1.80,31
525,"Undergraduate Loan",0.40,-1
526,"Undergraduate Loan",5.60,38
527,"Undergraduate Loan",12.66,2
528,"Undergraduate Loan",0.20,8
529,"Undergraduate Loan",0.40,39
530,"Graduate Loan",1.60,15
531,"Undergraduate Loan",0.40,30
532,"Professional Loan",4.20,6
533,"Undergraduate Loan",5.60,37
534,"Undergraduate Loan",3.80,2
535,"Professional Loan",1.20,28
536,"Undergraduate Loan",0.60,25
537,"Graduate Loan",4.80,-1
538,"Professional Loan",9.80,20
539,"Graduate Loan",0.80,5
540,"Professional Loan",0.60,32
541,"Professional Loan",4.60,-1
542,"Undergraduate Loan",8.66,6
543,"Undergraduate Loan",0.20,14
544,"Undergraduate Loan",4.80,38
545,"Undergraduate Loan",15.60,10
546,"Undergraduate Loan",0.60,19
547,"Professional Loan",5.20,2
548,"Professional Loan",4.00,14
549,"Professional Loan",2.80,23
550,"Graduate Loan",2.60,36
551,"Graduate Loan",0.60,34
552,"Undergraduate Loan",0.20,34
553,"Undergraduate Loan",4.40,3
554,"Undergraduate Loan",0.60,28
555,"Undergraduate Loan",14.40,2
556,"Undergraduate Loan",1.60,8
557,"Professional Loan",0.60,34
558,"Undergraduate Loan",3.80,15
559,"Graduate Loan",4.00,5
560,"Undergraduate Loan",0.40,25
561,"Professional Loan",7.40,18
562,"Professional Loan",3.34,33
563,"Graduate Loan",1.60,3
564,"Undergraduate Loan",2.00,27
565,"Professional Loan",1.20,7
566,"Undergraduate Loan",1.60,29
567,"Professional Loan",7.20,28
568,"Undergraduate Loan",1.80,8
569,"Undergraduate Loan",0.20,9
570,"Undergraduate Loan",4.20,14
571,"Graduate Loan",13.00,25
572,"Graduate Loan",4.40,9
573,"Undergraduate Loan",6.80,15
574,"Graduate Loan",2.00,28
575,"Graduate Loan",4.00,5
576,"Graduate Loan",5.40,30
577,"Professional Loan",0.60,-1
578,"Undergraduate Loan",13.60,28
579,"Graduate Loan",5.00,19
580,"Graduate Loan",5.40,33
581,"Professional Loan",0.80,22
582,"Undergraduate Loan",4.40,3
583,"Professional Loan",1.40,18
584,"Graduate Loan",3.40,-1
585,"Undergraduate Loan",6.80,16
586,"Professional Loan",8.00,4
587,"Undergraduate Loan",0.80,14
588,"Undergraduate Loan",9.80,24
589,"Undergraduate Loan",5.00,17
590,"Undergraduate Loan",12.00,7
591,"Professional Loan",4.20,3
592,"Undergraduate Loan",2.00,5
593,"Professional Loan",4.00,20
594,"Graduate Loan",4.40,7
595,"Undergraduate Loan",0.00,26
596,"Undergraduate Loan",3.60,18
597,"Professional Loan",7.00,22
598,"Undergraduate Loan",14.40,-2
599,"Professional Loan",0.40,31
600,"Undergraduate Loan",5.00,4
601,"Undergraduate Loan",1.00,30
602,"Undergraduate Loan",2.80,32
603,"Undergraduate Loan",1.20,5
604,"Graduate Loan",1.00,38
605,"Undergraduate Loan",4.40,3
606,"Undergraduate Loan",0.40,31
607,"Graduate Loan",1.80,8
608,"Professional Loan",0.20,3
609,"Graduate Loan",3.40,2
610,"Professional Loan",3.00,11
611,"Graduate Loan",3.60,28
612,"Undergraduate Loan",3.60,23
613,"Undergraduate Loan",2.60,40
614,"Undergraduate Loan",1.80,35
615,"Undergraduate Loan",17.20,12
616,"Undergraduate Loan",13.80,37
617,"Professional Loan",2.80,14
618,"Professional Loan",5.20,20
619,"Professional Loan",1.40,37
620,"Professional Loan",6.00,27
621,"Graduate Loan",5.80,8
622,"Graduate Loan",3.60,17
623,"Undergraduate Loan",3.80,17
624,"Professional Loan",0.60,19
625,"Graduate Loan",3.34,6
626,"Professional Loan",2.00,28
627,"Professional Loan",0.40,6
628,"Undergraduate Loan",4.20,19
629,"Graduate Loan",2.60,24
630,"Undergraduate Loan",5.80,19
631,"Undergraduate Loan",2.60,7
632,"Graduate Loan",2.00,18
633,"Professional Loan",5.40,32
634,"Professional Loan",3.00,31
635,"Undergraduate Loan",2.80,31
636,"Undergraduate Loan",0.40,35
637,"Undergraduate Loan",12.20,16
638,"Professional Loan",0.20,28
639,"Undergraduate Loan",3.00,16
640,"Professional Loan",0.40,36
641,"Professional Loan",7.40,18
642,"Undergraduate Loan",15.60,10
643,"Undergraduate Loan",0.60,24
644,"Undergraduate Loan",2.80,21
645,"Graduate Loan",4.00,27
646,"Graduate Loan",4.40,9
647,"Undergraduate Loan",3.40,33
648,"Undergraduate Loan",4.40,38
649,"Graduate Loan",2.60,25
650,"Professional Loan",4.20,-1
651,"Professional Loan",10.20,22
652,"Undergraduate Loan",3.00,4
653,"Undergraduate Loan",5.60,9
654,"Graduate Loan",4.80,23
655,"Professional Loan",8.40,29
656,"Professional Loan",1.40,25
657,"Professional Loan",5.60,11
658,"Professional Loan",1.34,8
659,"Professional Loan",1.80,26
660,"Graduate Loan",3.40,39
661,"Undergraduate Loan",6.60,14
662,"Undergraduate Loan",5.60,38
663,"Graduate Loan",4.00,41
664,"Graduate Loan",4.40,20
665,"Professional Loan",3.60,30
666,"Professional Loan",4.00,24
667,"Undergraduate Loan",4.80,26
668,"Professional Loan",4.00,39
669,"Undergraduate Loan",1.00,41
670,"Graduate Loan",5.00,29
671,"Undergraduate Loan",5.20,-1
672,"Graduate Loan",6.00,41
673,"Undergraduate Loan",0.40,27
674,"Professional Loan",1.00,10
675,"Undergraduate Loan",4.20,23
676,"Graduate Loan",4.00,2
677,"Professional Loan",1.80,23
678,"Undergraduate Loan",5.60,21
679,"Professional Loan",3.60,27
680,"Graduate Loan",3.60,31
681,"Undergraduate Loan",3.00,36
682,"Professional Loan",12.00,9
683,"Graduate Loan",0.20,34
684,"Graduate Loan",7.20,16
685,"Undergraduate Loan",4.80,17
686,"Graduate Loan",3.34,8
687,"Graduate Loan",1.20,-1
688,"Graduate Loan",3.00,22
689,"Undergraduate Loan",3.80,20
690,"Undergraduate Loan",0.60,30
691,"Professional Loan",3.20,34
692,"Graduate Loan",5.00,18
693,"Professional Loan",2.00,2
694,"Professional Loan",4.40,15
695,"Undergraduate Loan",7.60,7
696,"Undergraduate Loan",3.80,4
697,"Professional Loan",2.00,27
698,"Professional Loan",7.40,17
699,"Professional Loan",5.00,38
700,"Professional Loan",1.60,20
701,"Undergraduate Loan",3.60,11
702,"Professional Loan",1.60,19
703,"Undergraduate Loan",8.00,9
704,"Undergraduate Loan",15.20,17
705,"Undergraduate Loan",14.80,32
706,"Graduate Loan",1.40,36
707,"Undergraduate Loan",9.40,34
708,"Graduate Loan",1.34,20
709,"Undergraduate Loan",2.60,10
710,"Undergraduate Loan",4.40,4
711,"Professional Loan",1.80,17
712,"Graduate Loan",3.60,37
713,"Graduate Loan",0.60,16
714,"Graduate Loan",1.20,9
715,"Graduate Loan",4.00,23
716,"Undergraduate Loan",2.00,23
717,"Graduate Loan",0.80,5
718,"Undergraduate Loan",1.00,34
719,"Professional Loan",0.40,31
720,"Undergraduate Loan",8.80,35
721,"Professional Loan",4.40,32
722,"Professional Loan",2.80,24
723,"Graduate Loan",2.40,21
724,"Undergraduate Loan",5.20,24
725,"Undergraduate Loan",4.00,38
726,"Undergraduate Loan",12.20,15
727,"Undergraduate Loan",4.20,33
728,"Graduate Loan",2.60,37
729,"Graduate Loan",8.80,20
730,"Professional Loan",6.00,28
731,"Undergraduate Loan",14.00,18
732,"Undergraduate Loan",6.60,3
733,"Undergraduate Loan",3.80,1
734,"Undergraduate Loan",2.40,24
735,"Undergraduate Loan",2.20,42
736,"Graduate Loan",4.40,7
737,"Professional Loan",6.60,35
738,"Graduate Loan",5.60,37
739,"Graduate Loan",4.40,10
740,"Graduate Loan",4.80,23
741,"Undergraduate Loan",16.20,27
742,"Professional Loan",2.40,37
743,"Undergraduate Loan",5.00,6
744,"Undergraduate Loan",4.40,37
745,"Undergraduate Loan",5.60,20
746,"Graduate Loan",2.20,4
747,"Graduate Loan",6.80,37
748,"Graduate Loan",0.20,32
749,"Undergraduate Loan",2.00,17
750,"Graduate Loan",3.20,34
751,"Undergraduate Loan",8.66,5
752,"Professional Loan",2.60,28
753,"Graduate Loan",1.20,39
754,"Graduate Loan",2.40,23
755,"Undergraduate Loan",3.80,14
756,"Graduate Loan",1.40,30
757,"Professional Loan",2.60,31
758,"Graduate Loan",3.60,28
759,"Graduate Loan",3.00,39
760,"Graduate Loan",3.80,28
761,"Graduate Loan",2.20,3
762,"Undergraduate Loan",1.40,24
763,"Graduate Loan",5.40,6
764,"Undergraduate Loan",0.40,28
765,"Graduate Loan",3.40,13
766,"Undergraduate Loan",3.60,21
767,"Undergraduate Loan",5.60,12
768,"Professional Loan",2.20,39
769,"Undergraduate Loan",3.40,19
770,"Graduate Loan",4.00,6
771,"Graduate Loan",13.80,2
772,"Undergraduate Loan",4.66,18
773,"Professional Loan",8.20,28
774,"Undergraduate Loan",7.80,16
775,"Undergraduate Loan",0.40,29
776,"Graduate Loan",1.40,39
777,"Professional Loan",9.20,26
778,"Undergraduate Loan",0.40,31
779,"Graduate Loan",1.40,36
780,"Professional Loan",12.80,28
781,"Undergraduate Loan",1.60,7
782,"Professional Loan",7.40,32
783,"Professional Loan",12.00,30
784,"Undergraduate Loan",15.20,20
785,"Undergraduate Loan",12.60,22
786,"Undergraduate Loan",15.20,22
787,"Undergraduate Loan",5.00,21
788,"Professional Loan",20.00,15
789,"Undergraduate Loan",1.40,34
790,"Graduate Loan",0.60,3
791,"Undergraduate Loan",1.80,30
792,"Graduate Loan",5.60,29
793,"Professional Loan",8.00,16
794,"Undergraduate Loan",4.00,-2
795,"Professional Loan",4.60,29
