128,34,82.00,\N,251.00,"Rejected"
129,38,74.00,\N,0.00,"Rejected"
130,41,70.00,\N,0.00,"Rejected"
131,28,81.00,\N,276.00,"Rejected"
132,58,149.00,\N,0.00,"Approved"
133,31,51.00,\N,0.00,"Rejected"
134,30,39.00,\N,0.00,"Rejected"
135,53,98.00,\N,0.00,"Rejected"
136,58,45.00,\N,0.00,"Rejected"
137,59,49.00,\N,0.00,"Rejected"
138,49,128.00,\N,0.00,"Rejected"
139,59,42.00,\N,0.00,"Rejected"
140,59,18.00,\N,0.00,"Rejected"
141,51,31.00,\N,161.00,"Rejected"
142,35,58.00,\N,149.00,"Rejected"
143,33,48.00,\N,0.00,"Rejected"
144,25,54.00,\N,0.00,"Rejected"
145,49,70.00,\N,0.00,"Rejected"
146,59,124.00,\N,0.00,"Rejected"
147,46,84.00,\N,0.00,"Rejected"
148,50,83.00,\N,188.00,"Rejected"
149,52,163.00,\N,116.00,"Rejected"
150,48,42.00,\N,0.00,"Rejected"
151,46,118.00,\N,0.00,"Rejected"
152,26,132.00,\N,0.00,"Approved"
153,57,24.00,\N,0.00,"Rejected"
154,60,22.00,\N,0.00,"Rejected"
155,54,58.00,\N,0.00,"Rejected"
156,24,60.00,\N,0.00,"Rejected"
157,26,15.00,\N,0.00,"Rejected"
158,41,83.00,\N,0.00,"Rejected"
159,32,79.00,\N,0.00,"Rejected"
160,61,41.00,\N,0.00,"Rejected"
161,29,134.00,\N,0.00,"Approved"
162,61,80.00,\N,0.00,"Rejected"
163,38,52.00,\N,0.00,"Rejected"
164,28,70.00,\N,0.00,"Rejected"
165,53,92.00,\N,0.00,"Rejected"
166,27,43.00,\N,0.00,"Rejected"
167,25,21.00,\N,0.00,"Rejected"
168,33,23.00,\N,0.00,"Rejected"
169,50,13.00,\N,0.00,"Rejected"
170,27,112.00,\N,0.00,"Rejected"
171,27,138.00,\N,0.00,"Rejected"
172,52,11.00,\N,0.00,"Rejected"
173,38,171.00,\N,0.00,"Rejected"
174,58,42.00,\N,0.00,"Rejected"
175,42,168.00,\N,0.00,"Approved"
176,45,85.00,\N,0.00,"Rejected"
177,52,44.00,\N,135.00,"Rejected"
178,29,65.00,\N,244.00,"Rejected"
179,53,24.00,\N,0.00,"Rejected"
180,62,11.00,\N,0.00,"Rejected"
181,51,38.00,\N,164.00,"Rejected"
182,36,10.00,\N,81.00,"Rejected"
183,24,135.00,\N,0.00,"Rejected"
184,29,148.00,\N,0.00,"Approved"
185,52,63.00,\N,0.00,"Rejected"
186,39,115.00,\N,0.00,"Rejected"
187,48,45.00,\N,0.00,"Rejected"
188,46,159.00,\N,315.00,"Approved"
189,64,169.00,\N,122.00,"Rejected"
190,55,112.00,\N,0.00,"Rejected"
191,60,93.00,\N,0.00,"Rejected"
192,51,29.00,\N,140.00,"Rejected"
193,50,85.00,\N,0.00,"Rejected"
194,48,21.00,\N,0.00,"Rejected"
195,53,144.00,\N,0.00,"Rejected"
196,34,13.00,\N,95.00,"Rejected"
197,48,165.00,\N,0.00,"Rejected"
198,55,9.00,\N,89.00,"Rejected"
199,27,59.00,\N,90.00,"Rejected"
200,36,158.00,\N,0.00,"Approved"
201,32,29.00,\N,0.00,"Rejected"
202,35,20.00,\N,0.00,"Rejected"
203,30,68.00,\N,0.00,"Rejected"
204,58,65.00,\N,0.00,"Rejected"
205,56,61.00,\N,105.00,"Rejected"
206,38,91.00,\N,100.00,"Rejected"
207,49,31.00,\N,0.00,"Rejected"
208,34,71.00,\N,0.00,"Rejected"
209,40,73.00,\N,0.00,"Rejected"
210,64,172.00,\N,282.00,"Approved"
211,51,20.00,\N,0.00,"Rejected"
212,44,55.00,\N,0.00,"Rejected"
213,46,69.00,\N,209.00,"Rejected"
214,57,155.00,\N,0.00,"Rejected"
215,54,94.00,\N,0.00,"Rejected"
216,38,92.00,\N,249.00,"Rejected"
217,27,125.00,\N,0.00,"Rejected"
218,39,74.00,\N,0.00,"Rejected"
219,44,72.00,\N,0.00,"Rejected"
220,56,61.00,\N,0.00,"Rejected"
221,32,25.00,\N,0.00,"Rejected"
222,45,83.00,\N,0.00,"Rejected"
223,26,104.00,\N,0.00,"Rejected"
224,55,41.00,\N,0.00,"Rejected"
225,52,58.00,\N,91.00,"Rejected"
226,39,93.00,\N,0.00,"Rejected"
227,24,39.00,\N,0.00,"Rejected"
228,47,148.00,\N,0.00,"Rejected"
229,47,53.00,\N,98.00,"Rejected"
230,48,71.00,\N,145.00,"Rejected"
231,47,92.00,\N,0.00,"Rejected"
232,35,61.00,\N,0.00,"Rejected"
233,46,38.00,\N,135.00,"Rejected"
234,62,58.00,\N,0.00,"Rejected"
235,26,80.00,\N,150.00,"Rejected"
236,38,71.00,\N,0.00,"Rejected"
237,43,89.00,\N,0.00,"Rejected"
238,62,83.00,\N,0.00,"Rejected"
239,57,28.00,\N,0.00,"Rejected"
240,28,52.00,\N,0.00,"Rejected"
241,51,70.00,\N,169.00,"Rejected"
242,48,71.00,\N,0.00,"Rejected"
243,41,75.00,\N,280.00,"Rejected"
244,65,170.00,\N,99.00,"Approved"
245,41,78.00,\N,78.00,"Rejected"
246,35,25.00,\N,0.00,"Rejected"
247,38,60.00,\N,0.00,"Rejected"
248,53,120.00,\N,111.00,"Approved"
249,55,99.00,\N,264.00,"Rejected"
250,26,55.00,\N,113.00,"Rejected"
251,30,29.00,\N,117.00,"Rejected"
252,54,170.00,\N,325.00,"Approved"
253,65,53.00,\N,0.00,"Rejected"
254,47,138.00,\N,0.00,"Rejected"
255,65,134.00,\N,121.00,"Approved"
256,66,42.00,\N,138.00,"Rejected"
257,26,99.00,\N,0.00,"Rejected"
258,66,18.00,\N,0.00,"Rejected"
259,35,24.00,\N,0.00,"Rejected"
260,56,55.00,\N,77.00,"Rejected"
261,51,58.00,\N,0.00,"Rejected"
262,42,111.00,\N,251.00,"Approved"
263,49,33.00,\N,0.00,"Rejected"
264,27,74.00,\N,112.00,"Rejected"
265,45,38.00,\N,0.00,"Rejected"
266,49,23.00,\N,98.00,"Rejected"
267,63,61.00,\N,0.00,"Rejected"
268,47,81.00,\N,138.00,"Rejected"
269,64,129.00,\N,0.00,"Rejected"
270,43,33.00,\N,0.00,"Rejected"
271,60,63.00,\N,0.00,"Rejected"
272,40,70.00,\N,0.00,"Rejected"
273,29,45.00,\N,158.00,"Rejected"
274,41,65.00,\N,0.00,"Rejected"
275,30,74.00,\N,0.00,"Rejected"
276,49,50.00,\N,0.00,"Rejected"
277,30,22.00,\N,109.00,"Rejected"
278,29,30.00,\N,0.00,"Rejected"
279,50,21.00,\N,0.00,"Rejected"
280,39,155.00,\N,0.00,"Rejected"
281,33,64.00,\N,164.00,"Rejected"
282,57,65.00,\N,0.00,"Rejected"
283,34,71.00,\N,0.00,"Rejected"
284,61,40.00,\N,0.00,"Rejected"
285,44,69.00,\N,0.00,"Rejected"
286,40,69.00,\N,0.00,"Rejected"
287,51,45.00,\N,131.00,"Rejected"
288,37,62.00,\N,0.00,"Rejected"
289,44,172.00,\N,391.00,"Approved"
290,42,24.00,\N,0.00,"Rejected"
291,51,80.00,\N,0.00,"Rejected"
292,43,8.00,\N,88.00,"Rejected"
293,30,38.00,\N,129.00,"Rejected"
294,45,93.00,\N,0.00,"Rejected"
295,35,55.00,\N,0.00,"Rejected"
296,60,64.00,\N,0.00,"Rejected"
297,34,122.00,\N,0.00,"Rejected"
298,55,70.00,\N,0.00,"Rejected"
299,43,81.00,\N,0.00,"Rejected"
300,41,159.00,\N,0.00,"Approved"
301,34,70.00,\N,0.00,"Rejected"
302,65,150.00,\N,196.00,"Rejected"
303,45,152.00,\N,0.00,"Rejected"
304,49,195.00,\N,617.00,"Approved"
305,48,22.00,\N,0.00,"Rejected"
306,60,22.00,\N,123.00,"Rejected"
307,55,79.00,\N,0.00,"Rejected"
308,42,33.00,\N,0.00,"Rejected"
309,32,128.00,\N,0.00,"Rejected"
310,62,91.00,\N,0.00,"Rejected"
311,57,39.00,\N,0.00,"Rejected"
312,52,121.00,\N,167.00,"Rejected"
313,36,21.00,\N,0.00,"Rejected"
314,34,41.00,\N,0.00,"Rejected"
315,63,45.00,\N,0.00,"Rejected"
316,24,51.00,\N,0.00,"Rejected"
317,57,165.00,\N,0.00,"Approved"
318,40,119.00,\N,0.00,"Approved"
319,27,110.00,\N,190.00,"Rejected"
320,65,20.00,\N,0.00,"Rejected"
321,60,64.00,\N,248.00,"Rejected"
322,44,101.00,\N,82.00,"Approved"
323,63,101.00,\N,0.00,"Approved"
324,59,99.00,\N,0.00,"Approved"
325,56,158.00,\N,0.00,"Approved"
326,54,89.00,\N,0.00,"Rejected"
327,52,80.00,\N,0.00,"Rejected"
328,58,114.00,\N,402.00,"Rejected"
329,60,49.00,\N,0.00,"Rejected"
330,28,191.00,\N,0.00,"Rejected"
331,54,78.00,\N,0.00,"Rejected"
332,32,28.00,\N,0.00,"Rejected"
333,59,42.00,\N,0.00,"Rejected"
334,63,140.00,\N,0.00,"Rejected"
335,48,45.00,\N,0.00,"Rejected"
336,56,122.00,\N,360.00,"Rejected"
337,36,65.00,\N,0.00,"Rejected"
338,57,68.00,\N,0.00,"Rejected"
339,29,153.00,\N,392.00,"Rejected"
340,39,89.00,\N,0.00,"Rejected"
341,59,91.00,\N,0.00,"Rejected"
342,31,55.00,\N,185.00,"Rejected"
343,43,118.00,\N,0.00,"Rejected"
344,35,22.00,\N,103.00,"Rejected"
345,54,63.00,\N,138.00,"Rejected"
346,51,12.00,\N,78.00,"Rejected"
347,44,50.00,\N,0.00,"Rejected"
348,25,43.00,\N,0.00,"Rejected"
349,40,173.00,\N,0.00,"Approved"
350,26,60.00,\N,132.00,"Approved"
351,39,113.00,\N,0.00,"Rejected"
352,28,155.00,\N,0.00,"Approved"
353,52,91.00,\N,0.00,"Rejected"
354,53,55.00,\N,0.00,"Rejected"
355,44,173.00,\N,419.00,"Rejected"
356,43,71.00,\N,0.00,"Rejected"
357,56,24.00,\N,88.00,"Rejected"
358,38,42.00,\N,81.00,"Rejected"
359,30,141.00,\N,0.00,"Rejected"
360,32,32.00,\N,0.00,"Rejected"
361,35,55.00,\N,0.00,"Rejected"
362,43,153.00,\N,0.00,"Rejected"
363,58,113.00,\N,270.00,"Rejected"
364,25,30.00,\N,0.00,"Rejected"
365,54,29.00,\N,148.00,"Rejected"
366,57,174.00,\N,466.00,"Approved"
367,50,35.00,\N,0.00,"Rejected"
368,32,98.00,\N,175.00,"Rejected"
369,63,30.00,\N,159.00,"Rejected"
370,31,58.00,\N,0.00,"Rejected"
371,36,25.00,\N,147.00,"Rejected"
372,58,19.00,\N,0.00,"Rejected"
373,56,44.00,\N,174.00,"Rejected"
374,49,20.00,\N,111.00,"Rejected"
375,30,98.00,\N,220.00,"Rejected"
376,33,90.00,\N,0.00,"Rejected"
377,45,61.00,\N,0.00,"Rejected"
378,30,40.00,\N,0.00,"Rejected"
379,47,38.00,\N,0.00,"Rejected"
380,25,28.00,\N,0.00,"Rejected"
381,63,34.00,\N,0.00,"Rejected"
382,55,73.00,\N,0.00,"Rejected"
383,65,133.00,\N,0.00,"Approved"
384,44,53.00,\N,0.00,"Rejected"
385,51,21.00,\N,0.00,"Rejected"
386,35,40.00,\N,0.00,"Rejected"
387,30,41.00,\N,0.00,"Rejected"
388,31,82.00,\N,0.00,"Rejected"
389,54,100.00,\N,0.00,"Approved"
390,45,155.00,\N,0.00,"Rejected"
391,45,45.00,\N,0.00,"Rejected"
392,58,9.00,\N,0.00,"Rejected"
393,54,48.00,\N,0.00,"Rejected"
394,53,18.00,\N,109.00,"Rejected"
395,33,80.00,\N,0.00,"Rejected"
396,60,64.00,\N,0.00,"Rejected"
397,50,29.00,\N,0.00,"Rejected"
398,26,48.00,\N,0.00,"Rejected"
399,54,23.00,\N,0.00,"Rejected"
400,28,84.00,\N,0.00,"Rejected"
401,36,179.00,\N,0.00,"Approved"
402,29,30.00,\N,112.00,"Rejected"
403,54,93.00,\N,133.00,"Rejected"
404,55,39.00,\N,0.00,"Rejected"
405,61,60.00,\N,182.00,"Rejected"
406,36,133.00,\N,290.00,"Rejected"
407,45,125.00,\N,0.00,"Rejected"
408,64,58.00,\N,0.00,"Rejected"
409,60,89.00,\N,0.00,"Rejected"
410,49,82.00,\N,125.00,"Rejected"
411,47,110.00,\N,0.00,"Rejected"
412,60,54.00,\N,0.00,"Rejected"
413,45,89.00,\N,0.00,"Rejected"
414,32,42.00,\N,0.00,"Rejected"
415,52,41.00,\N,0.00,"Rejected"
416,35,38.00,\N,124.00,"Rejected"
417,40,85.00,\N,0.00,"Rejected"
418,53,83.00,\N,0.00,"Rejected"
419,27,33.00,\N,0.00,"Rejected"
420,58,50.00,\N,0.00,"Rejected"
421,47,58.00,\N,0.00,"Rejected"
422,28,115.00,\N,0.00,"Approved"
423,46,145.00,\N,0.00,"Rejected"
424,43,161.00,\N,0.00,"Rejected"
425,56,38.00,\N,0.00,"Rejected"
426,28,28.00,\N,0.00,"Rejected"
427,42,75.00,\N,0.00,"Rejected"
428,32,35.00,\N,116.00,"Rejected"
429,62,24.00,\N,116.00,"Rejected"
430,37,78.00,\N,0.00,"Rejected"
431,51,113.00,\N,161.00,"Rejected"
432,39,75.00,\N,224.00,"Rejected"
433,43,91.00,\N,0.00,"Rejected"
434,52,31.00,\N,141.00,"Rejected"
435,30,45.00,\N,0.00,"Rejected"
436,52,80.00,\N,0.00,"Rejected"
437,61,50.00,\N,112.00,"Rejected"
438,36,31.00,\N,0.00,"Rejected"
439,58,113.00,\N,119.00,"Approved"
440,47,29.00,\N,0.00,"Rejected"
441,64,59.00,\N,139.00,"Rejected"
442,52,43.00,\N,0.00,"Rejected"
443,58,122.00,\N,115.00,"Approved"
444,48,29.00,\N,0.00,"Rejected"
445,64,91.00,\N,0.00,"Rejected"
446,58,65.00,\N,0.00,"Rejected"
447,47,22.00,\N,0.00,"Rejected"
448,49,71.00,\N,0.00,"Rejected"
449,31,60.00,\N,0.00,"Rejected"
450,61,60.00,\N,0.00,"Rejected"
451,51,69.00,\N,0.00,"Rejected"
452,28,48.00,\N,89.00,"Rejected"
453,39,21.00,\N,0.00,"Rejected"
454,54,53.00,\N,0.00,"Rejected"
455,50,29.00,\N,0.00,"Rejected"
456,30,60.00,\N,0.00,"Rejected"
457,64,42.00,\N,116.00,"Rejected"
458,29,69.00,\N,0.00,"Rejected"
459,48,20.00,\N,0.00,"Rejected"
460,35,200.00,\N,458.00,"Rejected"
461,60,141.00,\N,0.00,"Rejected"
462,55,81.00,\N,0.00,"Rejected"
463,29,183.00,\N,0.00,"Approved"
464,48,149.00,\N,0.00,"Approved"
465,43,83.00,\N,0.00,"Approved"
466,66,35.00,\N,172.00,"Rejected"
467,25,13.00,\N,0.00,"Rejected"
468,45,39.00,\N,0.00,"Rejected"
469,34,21.00,\N,0.00,"Rejected"
470,48,10.00,\N,0.00,"Rejected"
471,32,84.00,\N,0.00,"Rejected"
472,50,30.00,\N,161.00,"Rejected"
473,43,31.00,\N,156.00,"Rejected"
474,64,182.00,\N,547.00,"Approved"
475,60,114.00,\N,0.00,"Rejected"
476,43,152.00,\N,0.00,"Approved"
477,60,53.00,\N,0.00,"Rejected"
478,64,24.00,\N,78.00,"Rejected"
479,44,150.00,\N,0.00,"Rejected"
480,60,132.00,\N,470.00,"Rejected"
481,54,68.00,\N,0.00,"Rejected"
482,33,53.00,\N,0.00,"Rejected"
483,56,173.00,\N,88.00,"Approved"
484,29,30.00,\N,0.00,"Rejected"
485,25,113.00,\N,0.00,"Rejected"
486,60,15.00,\N,0.00,"Rejected"
487,55,84.00,\N,304.00,"Rejected"
488,39,88.00,\N,0.00,"Rejected"
489,37,43.00,\N,0.00,"Rejected"
490,53,43.00,\N,0.00,"Rejected"
491,34,90.00,\N,0.00,"Rejected"
492,42,34.00,\N,104.00,"Rejected"
493,60,38.00,\N,0.00,"Rejected"
494,50,173.00,\N,0.00,"Rejected"
495,41,160.00,\N,0.00,"Rejected"
496,25,44.00,\N,0.00,"Rejected"
497,50,83.00,\N,0.00,"Rejected"
498,48,94.00,\N,0.00,"Rejected"
499,32,43.00,\N,0.00,"Rejected"
500,50,42.00,\N,0.00,"Rejected"
501,59,34.00,\N,0.00,"Rejected"
502,50,39.00,\N,0.00,"Rejected"
503,44,70.00,\N,0.00,"Rejected"
504,31,39.00,\N,185.00,"Rejected"
505,40,44.00,\N,0.00,"Rejected"
506,36,69.00,\N,0.00,"Approved"
507,51,44.00,\N,0.00,"Rejected"
508,64,32.00,\N,0.00,"Rejected"
509,47,15.00,\N,0.00,"Rejected"
510,52,118.00,\N,112.00,"Rejected"
511,51,62.00,\N,221.00,"Rejected"
512,31,82.00,\N,0.00,"Rejected"
513,39,54.00,\N,108.00,"Rejected"
514,30,48.00,\N,0.00,"Rejected"
515,27,74.00,\N,0.00,"Rejected"
516,41,113.00,\N,211.00,"Rejected"
517,53,81.00,\N,0.00,"Rejected"
518,54,43.00,\N,169.00,"Rejected"
519,28,34.00,\N,0.00,"Rejected"
520,34,48.00,\N,105.00,"Rejected"
521,61,54.00,\N,129.00,"Rejected"
522,48,75.00,\N,0.00,"Rejected"
523,36,72.00,\N,224.00,"Rejected"
524,56,39.00,\N,0.00,"Rejected"
525,24,75.00,\N,0.00,"Rejected"
526,64,79.00,\N,179.00,"Rejected"
527,26,205.00,\N,271.00,"Rejected"
528,33,65.00,\N,89.00,"Rejected"
529,64,122.00,\N,378.00,"Approved"
530,39,82.00,\N,0.00,"Rejected"
531,54,21.00,\N,0.00,"Rejected"
532,32,50.00,\N,0.00,"Rejected"
533,62,39.00,\N,113.00,"Rejected"
534,27,101.00,\N,0.00,"Rejected"
535,53,41.00,\N,0.00,"Rejected"
536,51,132.00,\N,0.00,"Rejected"
537,25,43.00,\N,176.00,"Rejected"
538,44,131.00,\N,0.00,"Approved"
539,31,11.00,\N,76.00,"Rejected"
540,57,21.00,\N,117.00,"Rejected"
541,25,109.00,\N,314.00,"Rejected"
542,30,141.00,\N,0.00,"Rejected"
543,40,81.00,\N,0.00,"Rejected"
544,63,54.00,\N,90.00,"Rejected"
545,35,164.00,\N,0.00,"Rejected"
546,43,28.00,\N,87.00,"Rejected"
547,27,68.00,\N,203.00,"Rejected"
548,44,44.00,\N,180.00,"Rejected"
549,49,61.00,\N,0.00,"Rejected"
550,61,35.00,\N,0.00,"Rejected"
551,60,54.00,\N,0.00,"Rejected"
552,59,14.00,\N,0.00,"Rejected"
553,28,52.00,\N,230.00,"Rejected"
554,52,101.00,\N,0.00,"Rejected"
555,28,149.00,\N,0.00,"Rejected"
556,34,35.00,\N,137.00,"Rejected"
557,60,21.00,\N,129.00,"Rejected"
558,39,118.00,\N,0.00,"Rejected"
559,30,38.00,\N,0.00,"Rejected"
560,49,24.00,\N,138.00,"Rejected"
561,43,59.00,\N,0.00,"Rejected"
562,63,41.00,\N,0.00,"Rejected"
563,28,85.00,\N,0.00,"Rejected"
564,51,12.00,\N,0.00,"Rejected"
565,33,32.00,\N,152.00,"Rejected"
566,55,79.00,\N,0.00,"Rejected"
567,53,175.00,\N,0.00,"Approved"
568,34,28.00,\N,0.00,"Rejected"
569,34,41.00,\N,161.00,"Rejected"
570,40,70.00,\N,185.00,"Rejected"
571,49,161.00,\N,485.00,"Approved"
572,35,53.00,\N,0.00,"Rejected"
573,39,128.00,\N,0.00,"Rejected"
574,55,50.00,\N,0.00,"Rejected"
575,29,80.00,\N,0.00,"Rejected"
576,54,93.00,\N,0.00,"Rejected"
577,25,48.00,\N,0.00,"Rejected"
578,52,149.00,\N,0.00,"Rejected"
579,46,49.00,\N,0.00,"Rejected"
580,57,88.00,\N,0.00,"Rejected"
581,52,22.00,\N,0.00,"Rejected"
582,28,55.00,\N,0.00,"Rejected"
583,44,72.00,\N,155.00,"Rejected"
584,24,38.00,\N,0.00,"Rejected"
585,40,114.00,\N,300.00,"Rejected"
586,34,83.00,\N,0.00,"Rejected"
587,39,101.00,\N,0.00,"Rejected"
588,50,94.00,\N,272.00,"Rejected"
589,41,40.00,\N,0.00,"Rejected"
590,31,128.00,\N,0.00,"Rejected"
591,29,39.00,\N,0.00,"Rejected"
592,30,51.00,\N,0.00,"Rejected"
593,44,79.00,\N,0.00,"Rejected"
594,33,48.00,\N,0.00,"Rejected"
595,50,85.00,\N,144.00,"Rejected"
596,42,41.00,\N,94.00,"Rejected"
597,48,152.00,\N,0.00,"Approved"
598,24,125.00,\N,0.00,"Rejected"
599,56,11.00,\N,90.00,"Rejected"
600,28,103.00,\N,0.00,"Rejected"
601,56,141.00,\N,0.00,"Rejected"
602,58,38.00,\N,0.00,"Rejected"
603,29,135.00,\N,0.00,"Rejected"
604,63,28.00,\N,89.00,"Rejected"
605,28,70.00,\N,240.00,"Rejected"
606,57,41.00,\N,0.00,"Rejected"
607,34,81.00,\N,208.00,"Rejected"
608,28,170.00,\N,0.00,"Approved"
609,27,55.00,\N,0.00,"Rejected"
610,37,24.00,\N,0.00,"Rejected"
611,52,81.00,\N,275.00,"Rejected"
612,49,32.00,\N,83.00,"Rejected"
613,65,129.00,\N,0.00,"Rejected"
614,60,108.00,\N,0.00,"Rejected"
615,37,180.00,\N,0.00,"Rejected"
616,63,139.00,\N,0.00,"Rejected"
617,40,33.00,\N,0.00,"Rejected"
618,46,74.00,\N,0.00,"Rejected"
619,63,42.00,\N,115.00,"Rejected"
620,57,73.00,\N,0.00,"Rejected"
621,33,115.00,\N,0.00,"Approved"
622,41,114.00,\N,0.00,"Rejected"
623,41,92.00,\N,131.00,"Rejected"
624,44,34.00,\N,78.00,"Rejected"
625,33,54.00,\N,122.00,"Rejected"
626,52,64.00,\N,211.00,"Rejected"
627,30,42.00,\N,100.00,"Rejected"
628,45,70.00,\N,0.00,"Rejected"
629,49,51.00,\N,0.00,"Rejected"
630,45,71.00,\N,218.00,"Rejected"
631,32,35.00,\N,108.00,"Rejected"
632,45,40.00,\N,0.00,"Rejected"
633,57,165.00,\N,0.00,"Approved"
634,61,18.00,\N,0.00,"Rejected"
635,57,32.00,\N,0.00,"Rejected"
636,60,35.00,\N,169.00,"Rejected"
637,40,120.00,\N,196.00,"Rejected"
638,53,31.00,\N,0.00,"Rejected"
639,42,35.00,\N,0.00,"Rejected"
